fips,area_name,state_abbreviation,total_2008,dem_2008,gop_2008,oth_2008,total_2012,dem_2012,gop_2012,oth_2012,total_2016,dem_2016,gop_2016,oth_2016,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,gop_pct_2016,gop_pct_2008,pct_change
51595,Emporia city,VA,2617,1702,897,18,2691,1793,886,12,2367,1531,792,44,5462,5927,-7.8,5927,4.2,23.8,17.5,53.8,33.2,63.7,0.5,1.2,0.1,1.3,5.5,29.2,84,2.8,3.5,71.4,16,335,19.6,2608,45.5,23.3,104000,2488,2.23,19710,32155,29,236,3930,-7.5,256,596,0,0,0,0,0,30.1,311546,0,131626,23509,24206,13,6.89,859.7,0.33460076045627374,0.34275888421857087,-11.7056856187291
51600,Fairfax city,VA,11398,6575,4691,132,11577,6636,4762,179,11854,7363,3695,796,24483,22542,8.6,22565,9,23.5,15.4,50.7,73.3,5.4,0.8,17,0.1,3.4,16.6,58.8,81.7,25.2,31.8,92,51.9,1752,31.7,8810,68.4,23.7,456700,8492,2.65,44345,97242,7.2,2207,29657,8.1,2866,5919,4.1,0,22.1,0,8.9,28.7,0,192265,1884013,80800,140285,54,6.24,3616.8,0.31170912772060066,0.4115634321810844,-21.23214666382435
51610,Falls Church city,VA,6750,4695,1970,85,7244,5006,2141,97,7667,5810,1323,534,13601,12289,10.7,12332,7.3,26.6,11.4,51,80.6,5.3,0.5,9.3,0.1,4.3,9.5,72.3,79.1,16.9,23.4,97.3,74.4,686,27.3,5496,59.4,44.2,660900,5020,2.53,59088,120000,4,865,9487,1.1,1332,1479,0,0,0,0,0,32.3,0,0,288000,26089,56298,547,2,6169.1,0.17255771488196164,0.29185185185185186,-32.84263959390863
51620,Franklin city,VA,4427,2819,1576,32,4351,2830,1496,25,4040,2516,1421,103,8526,8561,-0.4,8582,8.8,26.2,17.5,54.9,39.2,57.3,0.4,0.9,0,2.1,2.3,37.8,80.8,2.9,2.3,79.4,20.6,839,27.2,3871,42.5,32.5,186700,3551,2.37,19588,31928,23,289,3583,-0.8,434,597,0,0,0,0,0,42.4,0,25481,186278,21041,22572,3,8.21,1045.8,0.3517326732673267,0.35599728936074093,-9.835025380710661
51630,Fredericksburg city,VA,9677,6155,3413,109,11396,7114,4054,228,11135,6690,3731,714,28350,24023,18,24286,7.2,20.3,10.1,54.5,68.4,24.1,0.8,3,0.1,3.7,10.9,60,70.4,8.9,11.8,90.3,35.1,1934,25,11469,38.1,47.5,314300,9779,2.38,27222,47040,18.6,1313,20593,1.7,1742,2765,5.2,0,0,0,2.2,28.4,0,0,1052131,47014,171568,23,10.44,2326.2,0.33506960035922767,0.3526919499844993,9.317316144154697
51640,Galax city,VA,2402,1052,1317,33,2273,900,1332,41,2363,680,1603,80,7014,7042,-0.4,7042,7.4,23.9,20,53,89.7,7,0.3,0.6,0.3,2.1,14.7,76.8,90.1,6.7,9.1,75.8,14.5,559,21.4,3232,65.1,20.3,112900,3018,2.21,21769,30325,25.3,300,5076,0.9,413,589,0,0,0,0,0,0,204060,36907,227492,33474,22522,1,8.24,854.6,0.6783749471011427,0.548293089092423,21.71602126044039
51650,Hampton city,VA,67943,46917,20476,550,71713,51733,19193,787,61489,41030,17802,2657,136879,137508,-0.5,137436,6.3,21.7,13.7,51.9,43.3,49.8,0.5,2.4,0.2,3.8,5.3,40.1,85.2,5,7.3,89.3,22.5,20146,22.1,60326,60.1,27.3,195400,52511,2.52,25247,50705,14.9,2376,40712,0.8,6191,7523,29.1,0,6.4,0,2.5,33.2,522377,288918,1805727,12334,233596,160,51.41,2673.2,0.28951519784026414,0.3013702662525941,-13.05919124829068
51660,Harrisonburg city,VA,14675,8444,6048,183,15541,8650,6564,327,17693,10100,6232,1361,52478,48907,7.3,48914,5.3,16.2,8.1,52.1,84.1,8.4,0.7,4,0.2,2.6,18.6,68.1,66.7,14.7,21.8,81.5,35.1,1646,15.7,18065,36.2,42.1,208100,15701,2.7,17080,38048,33.5,1559,23777,-7.7,2446,3693,0,0,0,0,0,27.4,746325,378468,1465322,33306,168643,152,17.42,2808.2,0.3522296953597468,0.41212947189097104,3.0423280423280463
51670,Hopewell city,VA,9524,5285,4149,90,9011,5178,3737,96,8968,4722,3885,361,22196,22591,-1.7,22591,7.5,25.3,15.7,53.3,55.5,39.4,0.6,1.1,0.2,3.2,7.2,50.4,88.7,4.6,6.1,76.8,10.2,1879,21.4,10255,50.4,24.5,139400,8766,2.53,20388,37933,20.1,415,5985,-5.1,796,1056,12.7,0,0,0,6.8,48.3,1495977,58132,173896,7534,47791,90,10.28,2198,0.43320695807314896,0.4356362872742545,-6.362979031091831
51678,Lexington city,VA,2479,1543,914,22,2677,1484,1146,47,2448,1514,766,168,7311,7038,3.9,7042,3.7,12.3,14.1,44.4,84.6,9.6,0.3,3.2,0.1,2.2,3.8,81.1,80.6,5.2,8.5,78.3,41.7,320,17,2528,55.5,25.7,262700,1709,2.05,14763,36505,25.2,287,3828,2.9,459,532,0,0,0,0,0,0,0,1918,86765,12564,31279,8,2.5,2820.2,0.31290849673202614,0.3686970552642194,-16.192560175054705
51680,Lynchburg city,VA,34341,16269,17638,434,36242,15905,19752,585,35349,14787,17979,2583,79047,75613,4.5,75568,6.5,20,14,53.2,65.7,28.5,0.5,3.1,0.1,2.1,3.3,63.1,73.9,5,6.7,86,31.2,5488,16.9,32349,52.7,32.1,145800,28556,2.35,21440,38138,24.7,2196,55822,1.2,3870,4794,11.6,0,2,0,0,26.4,2801602,541451,1665130,23171,189961,92,49.13,1538.2,0.5086141050666214,0.5136134649544276,1.9333257738972653
51683,Manassas city,VA,13627,7518,5975,134,15154,8478,6463,213,15210,8395,5934,881,42081,37839,11.2,37821,8.6,27,8.2,49.7,73.7,15.1,1.3,6,0.2,3.7,33.7,43.9,82.5,25.5,36.4,82.6,28.7,2621,33.8,13381,65.2,23.4,245000,12072,3.24,28752,71036,11.7,1416,21046,-1.8,3034,3549,0,0,7.9,0,0,25.9,1408656,0,921227,26459,75620,125,9.88,3827.6,0.390138067061144,0.4384677478535261,-0.6861924686192511
51685,Manassas Park city,VA,4140,2463,1634,43,4627,2873,1696,58,5214,3218,1732,264,15174,14241,6.6,14273,5.1,24.9,7.5,49.1,69.4,15,1.3,10.3,0.3,3.7,35.5,38.3,84.4,31.6,44.4,82.9,26,885,40.8,4900,63.7,19.6,213300,4435,3.41,26944,71227,7,321,3012,0.4,1109,1196,0,0,10.8,0,22.2,23.7,0,0,158012,13701,5324,11,2.53,5632.6,0.3321825853471423,0.39468599033816426,5.997552019583852
51690,Martinsville city,VA,6520,4139,2311,70,6277,3855,2312,110,5873,3531,2149,193,13711,13821,-0.8,13821,7.5,23.3,20.4,54,51.4,45.1,0.4,1,0,2,4.8,47.6,81.1,3.2,5.2,77.7,16.7,1045,17.8,7162,53.7,26.3,86800,5995,2.22,19900,28116,27.2,576,9141,-0.2,727,1357,21.4,0,1.8,0,0,25.3,201385,0,316916,21799,28727,1,10.96,1261.5,0.36591179976162097,0.3544478527607362,-7.0099524015577614
51700,Newport News city,VA,81295,51972,28667,656,79169,50990,27224,955,68432,40997,23650,3785,182965,180918,1.1,180719,7.3,23.5,11.6,51.6,50.9,41.1,0.6,3.2,0.2,4,8.5,45.2,76.4,7.3,10.4,89.2,23.9,21639,22.4,77384,51.4,35.6,200100,69211,2.5,25310,51027,15.2,3721,86291,1.1,8306,10746,20.8,0.4,5.7,0,3.3,30.1,4702700,901976,2431256,12593,329053,330,68.71,2630,0.3455985503857844,0.3526293129958792,-17.500959291171036
51710,Norfolk city,VA,88446,62819,24814,813,77925,55654,21366,905,75172,51429,19875,3868,245428,242831,1.1,242803,6.9,20.3,9.9,47.8,49.2,42.7,0.7,3.7,0.2,3.5,7.5,44,77.1,6.4,9.6,86,25.3,28126,21.5,96665,44.5,42,202800,85557,2.59,24659,44747,19.2,5386,106493,-2.9,11529,14430,20.7,0,3.5,0,1.8,30.5,1280817,3280443,2724146,11540,505017,650,54.12,4486.4,0.264393657212792,0.28055536711665874,-19.904086402837105
51720,Norton city,VA,1512,743,744,25,1486,566,895,25,1456,383,1021,52,4031,3946,2.2,3958,5.6,22.9,14.8,52.7,89.3,6.6,0.3,1.5,0,2.3,3.3,86.3,82.6,2.5,3,81.4,20.5,265,15,1938,52.7,27.2,88000,1706,2.31,22699,39416,18.1,240,4446,-1.8,219,474,0,0,0,0,0,27.2,0,94162,283790,76514,17292,0,7.48,529.1,0.7012362637362637,0.49206349206349204,37.23118279569893
51730,Petersburg city,VA,15540,13774,1583,183,15977,14377,1526,74,13717,12005,1448,264,32701,32420,0.9,32420,8.4,22.1,15.3,53.8,18.4,77.6,0.4,1.2,0.2,2.2,4.4,15.9,85,3.7,5,73.7,14.9,2692,22.7,16448,45.7,34.1,122500,12456,2.53,18936,34424,26.7,713,13700,1.5,1187,1678,39.6,0,0,0,0,22.6,595891,356054,324219,9823,36635,8,22.93,1413.7,0.10556244076693154,0.10186615186615186,-8.528111181301323
51735,Poquoson city,VA,7065,1748,5229,88,7098,1679,5312,107,7114,1599,5089,426,12048,12157,-0.9,12150,3.6,21.8,18.3,50.5,94.4,1.2,0.4,2.4,0,1.6,2.3,92.4,90.7,4.1,6.4,92.7,37.2,1363,22.8,4749,81.8,7.5,302400,4591,2.62,38444,81892,5.6,214,1311,-10.7,785,961,0,0,0,0,0,19.6,0,0,54707,4628,9175,24,15.32,793.2,0.7153500140567894,0.7401273885350318,-2.677376171352075
51740,Portsmouth city,VA,46665,32327,13984,354,41860,28994,12407,459,43000,28462,12773,1765,96004,95535,0.5,95535,7.6,23.4,13.9,52,41.8,53.4,0.5,1.4,0.1,2.8,4,39.3,80.5,2.7,4.6,82.4,19.5,10778,24.4,41068,57.2,30.3,175600,36690,2.52,23138,46166,18.4,1696,27079,-2.6,4518,5404,31.4,0,4.8,0,2.8,37.7,652915,173615,682095,6728,106189,153,33.65,2838.8,0.29704651162790696,0.2996678452801886,-8.659897025171626
51750,Radford city,VA,5429,2930,2418,81,5382,2732,2520,130,6032,2923,2637,472,17646,16408,7.5,16408,3.8,13.3,7.9,52.5,86,9.1,0.2,2.4,0.1,2.2,3.2,83.2,60.9,4.1,6.7,86.7,32.1,918,18.7,6558,46.2,38.7,144000,5516,2.49,16181,30714,37.7,314,4693,-11.9,611,805,0,0,0,0,0,22.2,0,30297,109698,6789,36217,10,9.87,1662.1,0.4371684350132626,0.4453858905875852,9.057071960297769
51760,Richmond city,VA,93085,73623,18649,813,92175,71037,19732,1406,94724,74640,14254,5830,217853,204246,6.7,204214,6.3,18.4,11.4,52.3,44.7,49.7,0.6,2.4,0.2,2.2,6.6,40.2,76.6,7,9.8,81.5,34.8,12126,21.7,100107,43.1,42.8,196400,84833,2.33,27184,40496,25.6,6000,122120,7.9,13688,15141,20.9,0,3.5,0,1.2,28.6,10192124,2843348,1922799,9583,476810,551,59.81,3414.7,0.15047928719226383,0.20034377182145352,-23.566947289398897
51770,Roanoke city,VA,40772,24934,15394,444,37479,22179,14116,1184,41728,23403,16045,2280,99428,96919,2.6,97032,7.2,22.1,14.9,52.3,65.4,29,0.4,2.3,0.1,2.8,5.9,60.7,80.6,6.6,8.8,81.8,23.6,7732,18.4,47378,54.8,33.1,134700,42494,2.24,23295,38145,22.4,3180,66575,2.6,5307,7102,8.5,0,4.7,0,0,25.9,1582354,2233606,2039763,21922,267171,49,42.56,2279.8,0.384513995398773,0.3775630334543314,4.228920358581267
51775,Salem city,VA,12406,5164,7088,154,12270,4756,7289,225,12129,4212,7225,692,25483,24848,2.6,24802,5.3,19.9,17.1,52.2,88.5,7.3,0.3,1.9,0,1.9,3.2,86,79.8,4.9,6.1,88.9,30.8,2222,17.2,10854,66.6,22.9,170300,9908,2.32,26661,48733,11.7,969,18587,-1.3,1393,2121,0,0,2.9,0,0,21.2,984033,621187,537832,21445,67944,38,14.44,1717.9,0.5956797757440844,0.571336450104788,1.93284424379232
51790,Staunton city,VA,11015,5569,5330,116,11154,5710,5257,187,11144,5329,5129,686,24538,23746,3.3,23746,5.8,18.9,20.6,55,83.8,12,0.3,1.2,0,2.6,2.8,81.5,81.7,3.1,4,84.6,28,1819,19.3,11753,57.7,29.2,169400,10495,2.15,24753,38501,18,757,10578,0,1497,2566,0,0,0,0,0,22.5,101382,68287,447486,18861,65549,137,19.98,1188.8,0.46024766690595836,0.48388561053109397,-3.7711069418386534
51800,Suffolk city,VA,39908,22446,17165,297,42381,24194,17778,409,41929,23012,17206,1711,86806,84596,2.6,84585,6.4,24.9,13,51.7,52.4,42.9,0.4,1.8,0.1,2.3,3.7,49.9,86.7,3.2,4.5,87.2,26.2,10741,28.1,35195,73.4,14,242000,30492,2.75,29135,66085,11.4,1492,20921,1.7,4742,5218,24,0.5,0,0,0,29.6,1307801,715834,820304,10108,72760,348,400.17,211.4,0.4103603711035322,0.43011426280445025,0.23885814156714424
51810,Virginia Beach city,VA,201249,98885,100319,2045,195823,94163,99107,2553,171876,76744,84389,10743,450980,437966,3,437994,6.7,22.8,12.3,50.8,68.6,20,0.5,6.8,0.2,4,7.7,62.9,82.2,8.7,11.7,93.6,32.9,61100,22.9,182131,64.2,23,267600,164944,2.62,31934,65219,7.9,10720,149848,0.7,27597,34768,9.4,0.7,6.5,0,2.4,31.6,1806461,2835067,5579915,12853,1074236,1208,249.02,1758.9,0.49098768879890153,0.4984819800346834,-15.879344889801528
51820,Waynesboro city,VA,8860,3906,4815,139,8772,3836,4789,147,9114,3762,4798,554,21366,21020,1.6,21006,7.5,23.8,17.4,52.6,83.7,11.7,0.5,0.9,0,3.2,7,77.8,84.3,3.4,4.9,83.6,19.1,1828,19.5,10030,58.2,26.5,165600,8708,2.41,22872,44847,19.9,610,9424,-5.9,1007,1833,0,0,2.2,0,0,24.8,759893,113199,386631,17871,48864,48,15.04,1396.8,0.5264428351985956,0.5434537246049661,-0.3530633437175523
51830,Williamsburg city,VA,6787,4328,2353,106,7722,4901,2678,143,7534,5199,1921,414,14691,13673,7.4,14068,3.2,10.6,15.8,53.5,75.1,15,0.3,6.4,0.1,3.1,7.1,69.2,59.1,8.3,10.3,91.7,49.8,957,19.2,4978,44.7,41.6,311800,4391,2.29,23127,48616,19.5,513,9728,1.4,827,1437,0,0,0,0,0,22.7,0,0,323040,26058,239559,258,9.02,1559.3,0.2549774356251659,0.34669220568734344,-18.35954101147471
51840,Winchester city,VA,10126,5268,4725,133,10254,5089,4943,222,10574,5161,4786,627,27543,26203,5.1,26203,6.7,22.5,14.6,50.4,81.8,11.6,0.9,2.7,0.1,3,16.4,67.5,78.1,11.6,17.7,83.8,28.6,1648,22.3,11917,48.6,32.4,224100,10393,2.46,26060,44200,20.1,1307,23778,1.6,1930,2973,1.5,0,0,0,0,20.7,0,0,998681,38614,104640,23,9.23,2838,0.45261963306222813,0.4666205806833893,1.2910052910052983
53001,Adams County,WA,4858,1552,3222,84,4707,1516,3111,80,4081,1118,2740,223,19179,18728,2.4,18728,10.6,35.3,10.2,49.1,90.6,1.4,5,1.5,0.1,1.5,62,35.6,89.6,25,52.6,65.7,14,868,17.3,6295,65.9,12.3,133600,5738,3.22,16940,43926,22.9,357,4267,0,715,1002,0,0,2.6,0,16.3,0,442178,574216,144809,8547,14844,50,1924.98,9.7,0.6714040676304828,0.6632358995471387,-14.959652389819988
53003,Asotin County,WA,9780,4139,5451,190,9883,3993,5647,243,9684,3118,5712,854,22189,21623,2.6,21623,5.4,21,20.9,51.8,94.4,0.6,1.6,0.9,0.2,2.4,3.6,91.3,83.8,1.5,3.8,89.6,17.8,2195,16.2,9843,67.5,17.2,173600,9058,2.37,24659,43175,13.6,431,4559,-1,1061,1456,0,0,0,0,0,17,0,0,208856,9867,22983,35,636.21,34,0.5898389095415117,0.557361963190184,4.788112272977441
53005,Benton County,WA,72911,26288,45345,1278,78874,27846,49105,1923,70499,23160,42071,5268,186486,175177,6.5,175177,7.2,26.7,13.4,49.8,91,1.6,1.3,3,0.2,2.9,20.4,72.3,83.5,9.5,18,88.5,28.9,14541,21.5,72309,68.1,23.2,176700,65675,2.7,28583,60485,12.8,4013,61436,1.5,8291,11137,0.7,1.5,0,0,5.4,29.6,0,755416,2122018,13309,238019,942,1700.38,103,0.5967602377338685,0.6219226179863121,-7.220200683647593
53007,Chelan County,WA,31958,13781,17605,572,30952,12519,17741,692,21038,8402,11556,1080,74588,72456,2.9,72453,6.8,24.2,17.5,50.1,93.8,0.8,1.8,1.2,0.2,2.1,27.4,68.6,90.1,11.8,24.2,83.2,23.9,5741,18.1,36243,65.2,18.4,254500,27220,2.63,25893,51354,13.2,2432,26065,4.6,4453,6833,0,0,1.1,0,0,25.8,0,788345,1022020,14460,171201,304,2920.53,24.8,0.5492917577716513,0.5508792790537581,-34.359556944049984
53009,Clallam County,WA,38519,19470,18199,850,35242,17231,17087,924,29202,13733,13741,1728,72715,71404,1.8,71404,4.7,17.7,26.9,50.3,87.8,1,5.6,1.7,0.2,3.7,5.8,83.5,86,4.5,5.4,91.3,24.2,9035,20.6,35806,69.8,11,222200,30814,2.28,25865,46033,14.6,2057,17145,2.4,4335,6845,0,3.3,0,0,0,28.5,470437,0,838273,11929,105726,160,1738.33,41.1,0.47054996233134716,0.47246813260988085,-24.49585142040771
53011,Clark County,WA,182764,95356,84212,3196,181567,88822,88629,4116,190653,88507,88266,13880,451008,425363,6,425363,6.3,25.2,13.8,50.5,87.3,2.2,1.1,4.6,0.8,4,8.7,80,83.8,10,14,91.3,26,36674,24.9,172762,65,23,232500,158855,2.7,27681,58225,12.4,9723,114145,2.7,26337,32941,1.1,0.7,4.3,0,2.5,26.4,0,4238139,4169989,10008,493316,2240,629,676.2,0.4629667511132791,0.46076907924974286,4.814040754286797
53013,Columbia County,WA,2228,686,1499,43,2222,634,1545,43,1969,482,1359,128,3985,4078,-2.3,4078,3.7,19,26.6,50,94.4,0.6,1.6,0.7,0.3,2.4,6.3,89,83,2.2,4.4,86.1,17.2,408,17.7,2120,73.6,7.7,147900,1651,2.39,23814,42519,17.1,133,763,-8.9,209,298,0,0,0,0,0,0,0,30809,28894,7308,2686,7,868.63,4.7,0.6901980700863383,0.6728007181328546,-9.339559706470979
53015,Cowlitz County,WA,45229,24597,19554,1078,40976,20897,19107,972,38119,15296,20216,2607,102133,102410,-0.3,102410,5.8,22.9,18.1,50.4,91.9,0.9,1.9,1.6,0.3,3.3,8.4,84.7,82.4,4.4,7.4,87.4,15.4,10484,24.1,43510,66.2,18.8,181500,39602,2.55,23557,47596,17.6,2159,29580,-0.2,4100,6121,0,0,3,0,1.7,30.1,2914723,1415763,1219672,12129,124010,178,1140.13,89.8,0.530339200923424,0.43233323752459707,3.3854965735910847
53017,Douglas County,WA,15209,5848,9098,263,14678,5047,9287,344,10949,3452,6875,622,39804,38431,3.6,38431,6.9,26.2,15.9,49.6,93.7,0.8,2,1.1,0.2,2.2,30.4,65.8,86.9,15.5,27,80.4,17.3,3107,19.2,16226,71,14.1,205100,13976,2.75,22467,51908,15.8,675,6454,6.7,1648,2598,0,0,0,0,8.4,0,0,127359,413596,11387,30403,156,1819.26,21.1,0.6279112247693853,0.5981984351370899,-24.433941525610024
53019,Ferry County,WA,3501,1467,1916,118,3391,1276,1966,149,3123,960,1927,236,7667,7551,1.5,7551,4.6,18.6,22.3,48.3,76.5,0.7,16.9,0.9,0.2,4.9,4.2,73.8,85.4,3.6,4.3,87,16.1,891,21,4410,72,4.1,156300,2951,2.48,20052,37571,20.7,133,953,9.7,368,598,0,0,0,0,0,29.6,0,0,35028,4758,2077,10,2203.16,3.4,0.617034902337496,0.5472722079405884,0.574112734864296
53021,Franklin County,WA,19696,7361,12037,298,18940,6876,11657,407,14693,5594,8242,857,87809,78163,12.3,78163,10,33.5,7.9,48.1,90.9,2.8,1.4,2.1,0.4,2.4,51.9,42.1,84.1,24,47.6,71,15,3416,21.3,26440,67,17.7,161600,23445,3.42,19503,55177,20.2,1406,17565,3.2,3139,4210,0,1,0,0,20.1,28.5,0,1028012,788496,11342,67659,322,1242.17,62.9,0.5609473899135643,0.6111393176279447,-31.527789316274824
53023,Garfield County,WA,1373,385,968,20,1275,335,912,28,1232,276,841,115,2215,2266,-2.3,2266,4.2,19.9,24.6,50.9,95.4,0,0.4,1.9,0,2.3,4.5,91.8,84.9,2.1,4.3,96.6,22.7,278,17.9,1223,76.4,4.7,139500,970,2.27,26954,51548,12.1,44,315,-8.7,137,97,0,0,0,0,0,0,0,70512,11673,5582,523,3,710.69,3.2,0.6826298701298701,0.7050254916241806,-13.119834710743806
53025,Grant County,WA,27438,9601,17153,684,27041,8746,17570,725,27144,7400,17813,1931,93147,89120,4.5,89120,8.6,30.2,12.6,49.5,92.6,1.8,2.1,1.1,0.2,2.2,39.9,55.7,84.8,18.2,33.2,76.2,14.6,5671,18.7,35499,60.5,14.6,154700,30012,2.96,19738,45949,20.3,1742,19611,3.6,3566,4913,0,0,0,0,0,22.5,992952,599622,777527,9355,95775,264,2679.51,33.3,0.6562407898614795,0.6251548946716233,3.847723430303729
53027,Grays Harbor County,WA,29184,16354,12104,726,28224,15692,11743,789,23783,10194,11818,1771,70818,72797,-2.7,72797,5.6,21.1,18.9,48.7,87.7,1.4,5.4,1.5,0.3,3.6,9.8,79.8,82.9,6,9.7,85.4,14.1,7534,24.1,35258,69.3,13.6,157600,27396,2.52,21828,42405,19,1662,15693,-1.4,3071,5055,0,0,0,0,0,28.9,1056931,0,768583,10773,110958,142,1902.03,38.3,0.4969095572467729,0.4147478070175439,-2.362855254461338
53029,Island County,WA,42159,22058,19426,675,41319,21080,19251,988,41010,20173,17634,3203,79275,78506,1,78506,5.5,18.9,22.5,50.1,86.3,2.9,1.1,4.8,0.5,4.5,7.1,80.6,84,7.6,8.7,94.6,31.7,12624,27.9,40685,69.5,11,292100,33096,2.33,30941,58455,9,1687,11378,0,5613,7900,0,0.9,3.7,0,0,32,0,0,519916,6430,77613,252,208.45,376.6,0.42999268471104607,0.4607794302521407,-9.224750334603105
53031,Jefferson County,WA,19991,13252,6330,409,18717,11985,6113,619,19145,11987,5716,1442,30228,29872,1.2,29872,3.3,13.4,31.8,50.7,91.3,1,2.2,1.8,0.2,3.4,3.7,88.4,84.4,3.5,4.4,94.6,36.5,4447,23.8,17947,73.2,8.9,284100,13801,2.1,28266,46320,13.3,1028,6365,-0.6,2975,4007,0,0,0,0,0,29.4,209489,51061,210897,7204,48744,121,1803.7,16.6,0.298563593627579,0.31664248912010406,-9.6998420221169
53033,King County,WA,922032,648230,259716,14086,871654,599796,252090,19768,883231,638033,191806,53392,2079967,1931256,7.7,1931249,6.2,21,12.2,50,70.1,6.7,1.1,16.4,0.8,4.9,9.4,62.4,81.5,20.7,25.9,92.1,46.6,119707,27,880462,58.2,38.2,377300,802606,2.42,39911,71811,11.5,64171,1051249,3.3,151561,196686,3.3,0.9,10.9,0.3,2.8,29,37390762,41042685,37153888,20002,5478918,14703,2115.57,912.9,0.2171640261720886,0.2816778593367692,-26.14779220379183
53035,Kitsap County,WA,124337,68624,53297,2416,109919,59701,47468,2750,110419,57049,43265,10105,254183,251133,1.2,251133,5.7,20.9,16.1,49.1,83.3,2.9,1.8,5.4,1,5.6,7.2,77.7,82.6,6.5,8.8,93.6,29.5,35514,29.7,109327,67.4,18.2,268200,97622,2.51,31769,62413,10.4,5598,55664,0.8,13526,20393,0,1.4,5.1,0.3,1.7,30.3,0,553059,2936238,12333,392801,598,394.94,635.9,0.3918256821742635,0.4286495572516628,-18.822823048201588
53037,Kittitas County,WA,17868,8030,9471,367,15152,6462,8372,318,13766,5452,7530,784,42522,40909,3.9,40915,5,18.1,14.6,49.7,91.9,1.2,1.3,2.3,0.2,3.2,8.8,84.2,70.8,5.7,9.3,91.1,33.6,3622,21.4,22553,56.8,22,244700,16538,2.35,22796,42982,22.6,1149,10225,4.6,2363,3320,0,0,0,0,3.5,27.1,81076,0,472728,12316,84390,283,2297.27,17.8,0.5469998547145141,0.5300537273337811,-20.494140006335126
53039,Klickitat County,WA,10164,4965,4944,255,9861,4373,5138,350,8132,3196,4436,500,20861,20318,2.7,20318,5.1,20.5,21.1,49.4,92.9,0.6,2.8,0.8,0.2,2.8,12.3,81.9,90.8,5.6,10.5,87,19.5,2224,20,9952,69.8,9.3,194700,8019,2.53,22229,41694,17.5,529,3414,1.2,1378,1958,0,0,0,0,0,32.8,0,25794,65712,3268,16096,83,1871.31,10.9,0.5454992621741269,0.48642266824085006,-10.27508090614887
53041,Lewis County,WA,34705,13624,20278,803,26348,9772,15954,622,19321,5750,12503,1068,75128,75455,-0.4,75455,5.8,21.9,19.8,50,92.9,0.8,1.8,1,0.2,3.1,9.7,84.5,83.6,5,8.8,85.9,14,7912,26.1,34095,68.6,11.5,180200,29527,2.52,22212,42860,15.4,1809,18458,-1.3,3497,5763,0,1.6,0,0,1.7,23.8,1109135,0,910552,12355,96165,164,2402.8,31.4,0.6471197143005021,0.5842962109206167,-38.34204556662393
53043,Lincoln County,WA,5977,2032,3803,142,5804,1649,4024,131,5629,1222,4056,351,10250,10570,-3,10570,4.7,21.7,23.9,49.7,94.3,0.4,1.9,0.7,0.1,2.6,3.1,91.6,91,1.9,4,93.5,20.3,1223,20.7,5839,77.9,5.4,155700,4457,2.32,25816,47195,14.2,257,1515,-5.8,648,692,0,0,0,0,0,0,0,133156,91599,8923,4020,30,2310.49,4.6,0.7205542725173211,0.6362723774468797,6.652642650539042
53045,Mason County,WA,28306,15050,12600,656,27897,14568,12637,692,27124,11598,13256,2270,60711,60699,0,60699,5.4,19.3,21.3,48.4,88.3,1.4,4.5,1.3,0.4,4.1,8.9,81.6,86.6,5.5,7.8,88.5,17.3,8425,31.8,32632,77.9,5.2,210200,23358,2.53,23542,48755,17.3,988,9450,1.2,2790,4216,0,0,0,0,0,24,0,0,420213,7395,115435,108,959.42,63.3,0.4887184781005751,0.44513530700204906,5.2063492063492145
53047,Okanogan County,WA,16870,7613,8798,459,12781,5259,7151,371,7061,2630,4048,383,41290,41120,0.4,41120,6.4,23.4,19.8,49.5,82.4,0.8,12.6,1,0.2,3,19,66.4,87.3,10.9,17.1,81.7,16.5,3891,18,22431,68.2,9,160800,15980,2.48,20735,40368,20.7,1120,8128,-2.6,2294,3419,0,0,0,0,0,0,0,224445,417198,10538,48962,165,5267.98,7.8,0.5732899022801303,0.5215174866627149,-53.98954307797227
53049,Pacific County,WA,10937,6094,4555,288,10477,5684,4484,309,8872,3900,4444,528,20561,20920,-1.7,20920,4.6,17,27.9,49.8,89.9,1,3.1,2.2,0.2,3.7,9,82.6,85.2,5.9,9.9,87.6,17.8,3119,21.5,15737,72.9,8.6,162000,9366,2.19,23888,39830,17.2,595,3717,-3.9,1313,1645,0,0,0,0,0,30.6,138729,0,114478,5335,37164,63,932.66,22.4,0.5009017132551848,0.4164761817683094,-2.4368825466520305
